sessions_last30,minutes_watched,completion_rate,last_active_days,quizzes_attempted,avg_score,streak_days,support_tickets,forum_posts,assignments_submitted,late_submissions,payment_delay_days,subscription_type,device,country,dropped_out
5,88.31,0.418,58,15,0.686,16,1,1,8,2,7,pro,desktop,AR,1
40,581.59,0.454,49,15,0.496,12,0,4,4,0,43,basic,desktop,CO,0
20,306.06,0.875,53,6,0.927,12,0,1,8,0,0,basic,mobile,CL,1
26,698.82,0.825,17,8,0.611,29,0,1,7,0,27,free,mobile,PE,0
43,746.0,0.606,18,7,0.664,10,0,4,5,1,41,basic,mobile,AR,1
25,332.13,0.511,19,13,0.611,25,0,1,6,0,9,pro,desktop,AR,0
48,715.31,0.825,1,12,0.688,1,1,1,10,1,12,basic,tablet,MX,0
32,787.27,0.401,10,13,0.896,19,1,1,8,1,36,basic,desktop,AR,1
59,1301.16,0.678,18,1,1.0,20,1,2,11,0,15,free,mobile,CL,0
38,811.76,1.0,59,6,0.812,20,0,1,1,0,29,free,desktop,AR,1
17,279.73,0.641,12,19,0.863,12,1,2,9,0,5,basic,mobile,AR,0
46,986.25,0.445,30,6,0.957,20,2,2,10,0,30,free,mobile,CL,0
24,339.33,0.682,32,3,0.737,13,0,1,11,2,23,pro,desktop,MX,1
32,526.15,0.506,21,3,0.936,17,0,3,6,0,22,free,tablet,AR,1
8,190.55,0.321,55,0,0.819,26,0,3,5,1,33,free,desktop,AR,0
7,162.72,0.74,5,15,0.722,20,0,1,7,1,20,free,desktop,AR,0
34,411.69,0.824,52,0,0.753,22,0,1,10,3,30,basic,mobile,AR,1
11,141.54,0.538,44,11,0.427,29,0,2,10,2,19,pro,desktop,UY,0
59,1100.48,0.525,18,7,0.744,6,0,0,11,2,38,pro,mobile,MX,0
51,1446.2,0.408,46,1,0.468,17,0,4,11,1,25,basic,mobile,AR,0
42,273.28,0.57,25,17,0.456,19,0,2,7,2,12,free,desktop,AR,0
44,865.48,0.488,58,14,0.729,20,0,1,3,1,39,basic,mobile,AR,1
35,341.03,0.398,2,16,0.533,3,0,2,1,0,14,basic,desktop,AR,0
3,42.58,0.978,1,18,0.699,22,0,1,10,2,42,basic,mobile,PE,0
23,363.71,0.693,32,18,0.721,5,0,3,1,0,43,basic,mobile,AR,0
29,448.83,0.714,55,14,0.727,12,0,1,0,0,25,basic,mobile,PE,1
54,799.05,0.777,3,10,0.564,21,1,0,5,1,20,free,mobile,PE,0
13,234.56,0.754,46,13,0.835,7,0,2,8,2,11,free,mobile,CO,1
29,428.87,0.517,56,8,0.687,3,0,0,8,2,37,pro,desktop,CL,1
20,184.51,0.655,29,3,0.766,20,0,0,3,0,12,free,mobile,AR,0
8,181.43,0.546,52,7,0.521,8,0,1,6,0,27,free,mobile,PE,1
6,135.1,0.688,45,9,0.673,24,0,1,10,0,36,free,desktop,PE,1
21,484.24,0.668,12,0,0.865,26,1,1,9,0,8,free,desktop,MX,1
4,35.02,0.523,51,16,0.846,10,0,2,11,1,7,pro,desktop,AR,1
4,79.17,0.334,41,18,0.58,22,1,1,9,3,43,free,mobile,AR,1
21,463.17,0.629,0,8,0.618,6,0,1,1,0,44,basic,desktop,AR,0
12,141.75,0.559,34,9,0.552,27,0,1,2,0,14,pro,mobile,AR,1
33,595.82,0.222,39,16,0.602,7,0,3,2,1,10,free,mobile,CL,1
1,17.3,0.702,48,9,0.49,26,0,4,1,0,28,free,mobile,PE,1
18,522.95,0.793,46,13,0.679,23,1,1,10,0,26,free,desktop,MX,1
27,797.77,1.0,28,10,0.795,9,1,2,8,0,11,free,mobile,MX,0
57,456.79,0.522,17,5,0.582,24,1,3,10,0,9,free,tablet,CO,1
38,1252.62,0.492,11,15,0.686,18,0,1,3,0,25,basic,mobile,MX,0
52,650.45,0.378,5,3,0.667,20,0,4,11,1,12,free,mobile,CL,0
20,477.68,0.642,38,4,0.858,11,0,0,11,2,24,basic,mobile,CO,1
26,619.4,0.64,57,13,0.608,7,0,3,1,0,30,pro,desktop,AR,0
25,300.65,0.438,4,14,0.614,20,0,1,10,1,11,free,mobile,PE,0
53,1110.86,0.565,42,19,0.573,1,1,1,1,0,25,free,desktop,AR,1
57,989.22,0.204,35,14,0.529,10,0,1,5,0,44,free,mobile,MX,1
57,1215.58,0.785,10,0,0.779,4,1,1,2,0,24,free,mobile,CL,0
45,872.28,0.446,12,16,0.68,0,0,2,6,0,6,basic,desktop,CL,1
30,755.34,0.593,17,8,0.708,0,1,2,0,0,33,basic,desktop,CL,0
32,590.48,0.315,41,0,0.891,2,0,0,10,2,19,free,desktop,AR,0
58,985.58,0.484,17,11,0.9,28,0,2,5,1,32,free,mobile,CO,0
17,417.8,0.544,49,3,0.453,23,0,1,10,0,1,free,desktop,AR,1
20,429.65,0.598,22,8,0.797,29,0,4,5,1,32,basic,desktop,CL,1
53,1186.72,0.696,6,9,0.734,2,1,2,6,1,30,basic,desktop,PE,0
23,322.29,0.888,5,1,0.631,29,0,0,8,0,0,basic,mobile,MX,0
14,164.2,0.747,24,17,0.749,17,0,0,11,3,20,basic,desktop,PE,0
33,481.59,0.792,24,10,0.441,23,0,2,4,0,21,basic,desktop,AR,1
19,271.23,0.889,44,19,0.919,25,0,0,6,1,25,basic,mobile,AR,0
53,1204.01,0.714,28,9,0.777,7,1,4,3,1,27,free,desktop,AR,0
54,1288.22,0.593,9,11,0.57,22,0,0,0,0,31,basic,mobile,PE,0
18,307.25,0.802,12,16,0.612,19,0,1,10,0,41,basic,mobile,CO,0
31,824.15,0.815,33,4,0.445,12,1,1,6,1,34,basic,desktop,PE,0
59,1546.44,0.73,20,18,0.653,14,1,2,4,1,13,basic,mobile,MX,0
44,856.26,0.309,40,3,0.628,6,0,2,9,1,43,basic,mobile,AR,0
12,156.82,0.432,55,19,0.501,5,0,1,9,1,21,basic,desktop,AR,1
35,960.83,0.545,21,12,0.817,27,0,1,11,1,38,free,tablet,MX,0
37,652.45,0.756,33,10,0.892,21,0,3,5,1,21,basic,mobile,AR,0
39,731.52,0.596,49,4,0.696,16,0,2,1,0,14,free,mobile,MX,0
1,15.96,0.827,12,11,0.654,20,0,0,5,1,32,free,mobile,PE,0
17,215.24,0.863,30,11,0.765,12,0,1,5,0,32,free,mobile,AR,0
51,468.6,0.84,18,19,0.697,7,2,2,2,0,5,basic,desktop,MX,0
14,305.16,0.841,37,16,0.538,28,0,1,7,1,3,basic,mobile,CL,1
17,226.09,0.393,44,9,0.602,29,1,0,4,1,34,pro,desktop,AR,1
19,690.79,0.697,8,7,0.656,6,1,1,10,1,6,basic,mobile,AR,0
10,114.84,0.478,11,7,0.737,24,1,4,0,0,20,basic,tablet,MX,1
9,94.1,0.27,1,7,0.701,13,0,2,8,2,20,pro,mobile,CO,0
20,421.22,0.543,0,0,0.732,21,0,0,7,0,19,free,desktop,CL,0
52,1413.15,0.865,3,0,0.471,3,0,2,2,1,20,basic,desktop,AR,0
0,0.0,0.692,42,15,0.8,14,0,1,4,1,42,free,desktop,AR,1
16,342.94,1.0,54,5,0.701,3,1,1,10,2,22,free,mobile,CO,1
3,20.82,0.635,24,8,1.0,24,0,2,4,1,39,pro,desktop,AR,0
33,459.85,1.0,52,13,0.642,11,0,4,7,0,21,free,mobile,MX,0
15,173.37,0.636,43,12,0.749,7,0,4,6,0,21,pro,desktop,AR,1
47,311.6,0.604,48,7,1.0,20,0,1,10,2,28,pro,desktop,CO,0
35,654.57,0.344,44,15,0.729,28,0,1,7,1,10,pro,mobile,AR,0
47,213.52,0.822,11,3,0.69,10,1,1,10,4,42,basic,mobile,AR,0
38,382.54,0.5,31,9,0.552,21,0,2,10,1,41,basic,mobile,CL,1
26,384.2,0.471,31,2,0.929,20,1,1,1,0,7,basic,desktop,CO,1
51,663.63,0.856,38,10,0.526,14,0,0,10,2,6,basic,mobile,PE,0
28,570.6,0.832,47,1,0.764,24,2,1,11,3,16,pro,mobile,UY,1
56,1110.67,0.826,6,18,0.629,3,0,1,0,0,8,basic,desktop,CL,0
59,1378.4,0.528,40,13,0.672,26,0,1,5,0,3,basic,desktop,MX,0
35,788.0,0.59,49,4,0.486,12,0,3,3,1,36,pro,mobile,MX,1
40,993.8,0.588,6,12,0.901,1,0,0,11,2,8,basic,mobile,MX,0
15,269.83,0.757,24,6,0.658,29,0,1,4,1,16,pro,mobile,AR,1
48,951.4,0.911,53,10,0.518,23,1,0,2,0,44,free,desktop,MX,1
40,842.76,0.674,1,3,0.888,24,0,2,1,0,17,free,mobile,UY,0
54,1017.9,0.995,9,10,0.624,4,1,1,9,1,1,basic,mobile,AR,0
16,249.87,0.779,48,2,0.75,22,0,2,0,0,10,basic,desktop,AR,1
47,752.25,0.553,10,3,0.826,20,0,0,3,0,9,pro,mobile,AR,0
28,366.65,0.766,42,11,0.771,27,2,3,6,0,25,free,desktop,CL,1
11,225.83,0.941,54,10,0.371,11,0,3,0,0,19,free,desktop,CL,1
10,174.36,1.0,29,5,0.804,27,2,3,2,0,3,pro,desktop,AR,0
33,462.69,0.837,29,1,0.685,21,0,2,11,0,13,basic,mobile,CL,1
19,266.5,0.605,25,8,0.651,7,1,1,5,1,21,basic,mobile,CO,1
6,64.43,0.557,22,18,0.684,6,0,2,3,1,24,free,mobile,AR,1
25,596.83,0.715,22,14,0.458,27,0,2,10,1,18,pro,mobile,CO,0
39,720.4,0.935,33,1,0.729,19,0,1,0,0,44,pro,mobile,CO,0
19,243.64,0.687,53,18,0.495,3,0,2,3,1,22,basic,mobile,MX,1
57,1302.52,0.691,58,8,0.657,3,0,2,10,1,31,free,mobile,AR,1
46,673.32,0.61,51,11,0.723,24,1,1,9,3,25,pro,mobile,PE,1
30,286.83,0.534,7,0,0.861,5,1,0,5,1,18,pro,mobile,AR,0
56,1351.13,0.568,18,6,0.577,6,0,1,11,2,1,basic,mobile,AR,0
25,369.44,0.627,45,15,0.918,18,2,4,6,2,30,basic,desktop,AR,0
8,124.37,0.944,32,6,0.842,25,0,4,8,0,38,basic,mobile,PE,1
2,36.49,0.552,20,3,0.636,10,0,1,11,0,39,free,desktop,AR,0
56,1391.91,0.611,18,1,0.534,19,1,1,6,1,35,basic,desktop,CL,0
57,1032.85,0.427,7,18,0.483,21,1,1,5,1,10,basic,desktop,MX,0
44,475.43,0.743,19,16,0.741,18,0,2,7,3,20,basic,desktop,MX,0
6,127.58,0.873,25,0,0.589,20,0,3,0,0,32,pro,tablet,MX,1
17,256.53,0.925,24,18,0.88,6,0,1,5,0,32,basic,mobile,AR,0
2,58.66,0.641,32,16,0.598,18,1,5,8,0,27,pro,mobile,MX,1
3,53.98,0.715,16,7,0.565,0,1,3,4,1,2,free,desktop,AR,0
14,64.26,0.569,12,13,0.735,21,0,0,8,2,33,pro,desktop,AR,0
34,684.9,0.706,53,5,0.597,23,1,0,4,0,25,free,mobile,AR,0
3,89.0,0.663,24,4,0.701,23,0,2,2,0,3,free,tablet,CL,0
59,1619.88,0.612,15,14,0.848,0,0,2,1,0,24,basic,desktop,AR,0
27,782.61,0.628,38,4,0.718,27,0,0,6,1,32,free,desktop,MX,0
15,178.22,0.69,32,7,0.718,13,1,1,2,0,42,free,mobile,AR,0
30,704.19,0.541,34,7,0.731,2,0,0,4,1,35,basic,mobile,CL,1
47,642.4,0.552,13,3,0.446,16,0,2,6,0,11,free,mobile,AR,1
18,348.22,0.941,43,16,0.759,17,0,0,0,0,30,pro,mobile,CL,0
2,20.72,1.0,11,13,0.724,12,2,2,5,1,30,free,mobile,CO,0
3,42.4,0.359,50,17,0.834,22,0,1,3,0,8,basic,mobile,AR,0
51,711.07,0.348,25,10,0.791,16,0,0,3,0,37,basic,desktop,CO,0
6,140.35,0.409,24,3,0.67,6,1,0,10,2,7,basic,mobile,CL,1
38,866.56,0.579,23,5,0.855,18,0,1,11,2,33,basic,desktop,AR,1
23,452.2,0.779,25,7,0.656,7,0,1,3,0,33,basic,mobile,AR,0
46,455.28,0.718,39,18,0.737,3,1,2,10,2,43,free,desktop,AR,1
3,48.39,0.634,29,4,0.653,8,0,2,2,0,29,free,desktop,CO,0
53,716.73,0.706,7,13,0.769,27,2,1,4,0,3,basic,desktop,AR,0
41,951.94,0.462,33,2,0.644,17,1,1,11,2,44,basic,mobile,UY,0
26,651.8,0.551,16,19,0.947,9,0,2,1,0,17,basic,mobile,MX,0
12,292.06,0.596,6,12,1.0,10,0,1,4,0,20,free,mobile,CL,0
58,781.18,0.283,50,8,0.831,25,0,0,9,3,39,pro,desktop,UY,0
18,54.0,0.368,18,6,0.931,19,0,0,11,0,10,free,tablet,AR,0
29,214.55,0.376,35,7,0.469,23,0,1,11,0,29,pro,mobile,CO,1
23,610.18,0.753,10,4,0.487,18,0,3,10,2,34,free,mobile,AR,0
13,202.7,0.649,20,11,0.652,29,0,0,11,2,23,pro,mobile,MX,1
24,323.9,0.722,23,17,0.706,19,0,2,5,1,33,basic,mobile,AR,0
9,250.7,0.232,8,4,0.67,12,0,0,3,1,32,basic,desktop,PE,1
0,0.0,0.303,58,14,0.454,7,0,3,4,0,23,free,mobile,AR,1
17,308.49,0.733,18,11,0.873,1,0,1,1,0,4,pro,desktop,MX,0
6,97.44,0.044,34,15,1.0,23,0,0,1,0,33,free,mobile,PE,1
24,412.98,0.845,33,15,0.892,27,0,1,11,2,35,basic,mobile,AR,0
51,987.51,0.235,25,0,0.863,19,0,0,2,0,13,free,mobile,UY,1
9,248.4,0.769,35,0,0.734,14,0,0,7,1,36,basic,desktop,MX,1
0,0.0,0.422,33,18,0.574,3,1,0,2,0,9,basic,desktop,CO,1
6,134.14,0.81,4,3,0.711,19,0,2,7,0,7,basic,desktop,CL,0
30,750.47,1.0,40,11,1.0,6,0,2,5,1,5,basic,mobile,CO,0
16,175.71,0.145,6,15,0.647,18,0,6,1,0,24,pro,mobile,PE,0
29,653.35,0.739,26,10,0.632,9,1,1,4,0,13,basic,desktop,AR,0
1,16.23,0.238,21,0,0.866,25,0,2,8,2,31,free,tablet,CO,0
19,57.0,0.685,26,0,0.876,28,0,0,9,1,29,basic,mobile,UY,1
24,125.54,0.559,4,13,0.573,7,0,1,3,0,19,basic,mobile,CO,0
25,297.28,0.626,42,17,0.661,9,1,1,3,0,11,free,mobile,UY,0
33,699.18,0.418,25,6,0.625,27,0,2,8,1,41,basic,desktop,CO,0
46,859.41,0.756,3,10,0.71,0,0,1,5,0,39,free,mobile,AR,0
28,534.97,0.31,0,18,0.866,15,0,2,0,0,15,pro,mobile,PE,0
50,1485.28,0.848,32,16,0.579,4,0,2,1,0,11,basic,mobile,MX,0
31,321.95,0.518,39,10,0.863,12,0,1,4,1,36,basic,desktop,AR,1
15,267.53,0.319,32,13,0.715,0,0,0,3,1,30,pro,mobile,AR,1
13,257.75,0.919,43,19,1.0,4,1,6,1,0,20,pro,mobile,AR,1
19,258.06,0.587,45,15,0.748,12,0,0,9,2,23,free,desktop,CO,1
35,635.95,0.982,52,8,0.685,1,0,1,5,0,32,free,mobile,CO,0
14,117.6,0.844,58,13,0.786,23,2,1,8,1,9,basic,mobile,PE,1
54,1428.81,0.44,53,6,0.649,17,0,1,0,0,44,free,mobile,AR,0
28,389.49,0.583,47,18,0.431,13,0,2,4,1,25,free,mobile,AR,1
51,1539.61,0.624,25,1,0.664,14,0,4,5,1,5,basic,mobile,AR,0
40,712.21,0.905,30,4,0.662,25,2,1,6,1,42,free,mobile,MX,0
20,483.37,0.688,36,6,0.461,25,1,0,11,2,44,free,mobile,PE,0
13,229.84,0.635,10,4,0.689,1,1,3,5,1,42,free,desktop,PE,0
44,783.88,0.56,40,11,0.39,20,0,1,5,1,31,free,desktop,AR,0
19,275.42,0.59,35,14,0.648,14,1,0,10,1,13,basic,mobile,CO,0
14,262.01,0.861,31,17,0.737,23,0,2,4,1,23,free,desktop,MX,1
55,1094.94,0.601,50,10,0.715,23,0,1,4,0,24,free,mobile,PE,0
28,372.24,0.521,41,12,0.638,21,1,2,1,0,22,pro,desktop,CO,1
2,34.5,0.487,55,11,0.687,20,0,3,8,1,6,basic,mobile,MX,1
29,415.84,0.489,58,0,0.582,6,1,1,0,0,13,pro,mobile,CO,0
27,858.55,0.32,49,14,0.702,25,0,0,2,0,21,pro,mobile,AR,0
51,890.54,0.45,17,0,0.709,21,0,2,5,1,23,basic,mobile,CO,0
42,1145.4,0.9,11,10,0.565,8,0,2,5,0,14,pro,mobile,CO,0
11,185.09,0.559,17,19,0.74,6,0,0,0,0,32,free,mobile,PE,0
9,176.0,0.741,42,15,0.739,15,0,1,6,1,41,basic,desktop,AR,0
36,362.59,0.104,51,10,0.675,10,0,2,11,0,21,basic,mobile,PE,0
2,30.64,0.714,52,6,1.0,20,2,1,1,0,28,basic,mobile,AR,0
19,366.0,0.568,41,16,0.679,12,2,1,5,1,8,free,desktop,CO,1
8,220.13,0.504,40,17,0.658,5,0,3,7,1,8,pro,mobile,PE,1
1,19.33,0.636,57,7,0.637,11,0,2,3,0,3,basic,mobile,AR,1
55,1446.63,0.501,41,2,0.554,24,0,4,6,1,44,pro,mobile,MX,0
5,109.22,0.175,8,11,0.803,24,0,2,4,1,13,pro,mobile,MX,0
0,0.0,0.784,30,12,0.597,9,0,0,1,0,31,pro,desktop,CO,0
55,970.52,0.649,21,18,0.615,23,0,2,10,3,28,free,mobile,AR,0
11,355.75,0.537,38,17,0.619,2,0,2,11,2,6,basic,mobile,PE,1
48,724.21,0.407,38,4,0.552,29,0,2,4,1,7,basic,desktop,UY,0
1,13.4,0.306,17,5,0.437,22,0,0,1,0,35,basic,desktop,MX,1
9,96.66,0.645,17,19,0.631,1,0,3,1,0,35,basic,desktop,CL,1
6,191.92,0.923,5,6,0.831,21,1,1,10,0,25,basic,mobile,MX,0
42,962.5,0.641,17,9,0.73,14,0,4,10,1,15,pro,mobile,AR,0
37,591.83,0.323,49,6,0.934,26,0,1,5,0,18,free,tablet,CO,0
28,713.84,0.645,39,7,0.813,7,0,1,10,3,35,free,mobile,AR,0
14,309.77,0.589,56,11,0.779,26,1,0,2,0,8,basic,desktop,AR,0
5,148.98,0.773,55,5,0.982,26,2,3,4,0,3,basic,desktop,AR,0
34,296.24,0.721,51,8,0.685,8,0,1,1,0,12,pro,desktop,CO,0
13,213.3,0.003,10,7,0.709,12,0,1,6,2,8,basic,mobile,MX,1
35,532.87,0.709,20,2,0.698,19,0,1,8,2,7,basic,desktop,MX,0
41,252.47,0.399,3,15,0.932,7,0,2,11,3,20,basic,desktop,AR,1
50,1218.1,0.316,5,17,0.7,29,0,1,9,1,36,pro,desktop,AR,0
29,474.95,0.562,13,9,0.603,5,0,0,7,1,31,free,desktop,CL,0
0,0.0,0.682,16,4,0.788,7,0,3,8,3,12,free,desktop,MX,0
16,514.54,0.272,0,12,0.578,15,0,1,7,2,19,basic,mobile,AR,1
51,809.91,0.741,50,10,0.78,14,0,0,5,1,21,free,desktop,MX,1
31,479.67,0.753,31,11,0.762,1,0,0,6,2,17,pro,desktop,AR,0
37,692.34,0.609,39,11,0.672,27,0,0,2,0,43,free,desktop,PE,0
27,645.93,0.426,39,14,0.785,7,0,1,0,0,42,basic,mobile,CL,1
9,131.4,0.404,58,0,0.477,3,0,2,9,1,44,pro,mobile,AR,1
53,753.35,0.805,8,1,0.724,15,0,2,5,1,18,free,desktop,AR,0
46,1119.78,0.298,20,1,0.631,27,1,1,10,2,35,free,mobile,AR,0
59,1196.04,0.813,18,3,1.0,0,0,2,1,0,33,free,desktop,AR,1
51,292.31,0.567,33,19,0.723,14,0,2,4,1,35,pro,mobile,CO,0
17,181.01,0.581,31,14,0.611,27,0,1,3,1,7,pro,desktop,CO,0
15,405.11,0.258,47,13,0.493,26,0,1,10,2,42,basic,mobile,AR,1
14,285.76,0.571,33,13,0.896,5,0,4,4,1,42,basic,mobile,PE,0
55,738.48,0.723,14,0,0.647,18,0,2,7,1,35,basic,mobile,AR,1
33,560.26,0.333,33,4,0.581,25,1,0,1,0,25,free,desktop,CO,1
27,488.14,0.7,57,15,0.75,20,0,0,6,2,20,free,desktop,AR,1
58,1300.04,0.618,34,9,0.797,19,0,2,5,1,11,pro,desktop,AR,0
36,354.62,0.471,35,10,0.795,23,0,2,7,1,2,free,mobile,CO,1
54,699.53,0.771,10,15,0.703,13,2,2,7,1,43,basic,mobile,AR,0
59,1158.63,0.16,0,1,0.724,2,1,1,1,0,9,free,desktop,AR,0
4,69.6,0.669,12,15,0.735,19,0,5,0,0,15,basic,desktop,CO,0
21,450.05,0.924,1,13,0.75,18,0,1,1,0,20,free,desktop,MX,0
44,467.41,0.888,27,8,0.764,25,0,1,2,0,30,free,mobile,PE,0
48,966.85,0.678,52,9,0.864,27,0,1,8,1,11,free,mobile,MX,0
8,196.4,0.54,26,1,0.708,10,0,1,3,0,9,pro,desktop,AR,0
19,397.5,0.473,38,4,0.577,28,0,1,11,1,14,free,mobile,MX,1
32,602.71,0.539,51,4,0.678,0,1,1,1,0,14,basic,mobile,PE,1
47,818.96,0.709,45,17,0.813,29,0,2,6,1,2,basic,desktop,AR,0
6,77.95,0.439,39,2,0.432,4,1,4,8,2,17,free,desktop,AR,1
36,632.45,0.751,47,5,0.433,19,0,3,0,0,24,pro,mobile,MX,0
17,434.49,1.0,16,2,0.838,20,0,1,6,1,20,free,mobile,CO,0
12,207.43,0.588,25,5,0.928,18,0,2,0,0,15,basic,desktop,AR,1
30,379.84,0.331,23,0,0.51,29,0,0,9,2,41,basic,desktop,CO,0
24,361.12,0.331,47,5,0.715,16,0,3,5,1,11,pro,mobile,AR,1
38,729.79,0.755,24,14,0.64,3,0,1,10,1,37,pro,mobile,CL,0
19,299.42,0.588,56,15,0.661,18,0,1,7,2,27,free,mobile,CO,1
49,1024.68,0.775,11,7,0.746,8,2,0,3,0,29,pro,mobile,AR,0
4,84.55,0.493,10,14,0.506,18,3,1,1,0,12,pro,mobile,AR,1
51,1190.03,0.766,42,12,0.534,11,0,1,1,0,43,pro,desktop,MX,0
1,26.54,0.568,45,18,0.655,1,0,2,0,0,21,pro,mobile,AR,0
44,1054.91,0.453,40,16,0.678,19,1,3,3,1,22,basic,mobile,PE,0
20,247.89,0.52,18,4,0.531,2,1,4,8,2,11,basic,mobile,UY,1
23,289.31,0.361,0,11,0.818,9,0,1,4,0,21,free,mobile,MX,0
1,17.55,0.998,19,15,0.637,18,0,2,1,0,30,pro,mobile,CO,1
42,642.3,0.581,27,6,0.637,26,1,3,0,0,42,pro,mobile,PE,0
9,100.53,0.729,24,11,0.742,9,0,1,5,1,38,free,mobile,CO,1
39,598.64,0.493,55,8,0.681,8,1,1,2,0,7,basic,mobile,CO,0
43,651.58,0.39,51,6,0.826,9,0,1,8,0,3,free,mobile,AR,1
50,698.45,0.553,46,3,0.56,17,0,2,4,1,42,free,mobile,PE,0
42,676.42,0.82,1,0,0.49,5,1,0,1,0,36,basic,tablet,AR,0
18,451.27,0.496,7,14,0.654,15,0,3,3,0,6,free,tablet,AR,0
44,844.6,0.426,26,16,0.709,24,0,0,5,1,38,basic,mobile,MX,0
49,1608.71,0.631,37,13,0.514,2,0,5,0,0,34,free,mobile,AR,0
19,361.44,0.7,40,4,0.492,28,0,2,1,0,43,basic,desktop,AR,0
7,113.82,0.929,17,0,0.727,15,0,4,11,2,7,basic,mobile,MX,1
53,955.31,0.671,6,12,0.586,18,1,2,4,1,37,pro,desktop,AR,0
8,156.31,0.729,19,3,0.482,18,2,1,8,2,16,free,desktop,PE,1
35,721.4,0.744,47,10,0.845,28,0,3,10,1,24,free,mobile,UY,1
14,426.44,0.369,59,19,0.605,19,0,2,1,0,11,basic,mobile,CO,1
7,90.5,0.407,56,0,0.872,26,0,1,8,0,3,basic,desktop,AR,0
46,1065.1,0.383,35,11,0.704,8,0,0,9,2,31,basic,mobile,MX,0
8,153.97,0.334,5,19,0.744,6,0,0,0,0,3,basic,desktop,AR,0
40,342.94,0.759,58,6,0.668,19,0,2,3,1,20,pro,desktop,MX,1
41,927.59,0.658,9,16,0.302,4,0,1,1,0,8,free,mobile,AR,0
3,76.82,0.616,16,16,0.529,3,0,4,0,0,41,free,mobile,CL,1
10,128.57,0.081,58,9,0.681,6,0,3,3,0,20,pro,mobile,AR,1
47,843.48,1.0,30,6,0.755,8,0,2,2,1,8,pro,mobile,UY,0
30,229.44,0.421,11,13,0.432,2,0,1,10,2,42,free,mobile,AR,1
7,73.13,1.0,30,12,0.692,21,0,0,2,1,30,pro,mobile,CL,0
59,1433.0,0.31,4,9,0.532,17,0,0,8,1,7,free,desktop,AR,0
15,228.02,0.438,18,3,0.735,6,0,0,0,0,15,pro,desktop,MX,1
0,0.0,0.159,57,14,0.697,8,0,1,7,1,24,basic,mobile,PE,1
55,1065.72,0.672,17,4,0.812,27,0,2,8,0,34,basic,desktop,AR,0
0,0.0,0.38,53,2,0.86,27,0,1,1,0,44,pro,desktop,AR,1
33,500.78,0.385,32,1,0.769,3,1,2,5,1,37,pro,desktop,AR,1
59,1323.72,0.325,39,8,0.829,18,0,2,11,2,0,free,mobile,MX,1
34,375.01,0.755,42,2,0.647,9,0,2,7,1,21,basic,mobile,MX,1
35,439.87,0.742,33,6,1.0,10,2,0,9,2,2,pro,mobile,PE,0
23,435.26,0.962,2,4,0.517,17,0,4,5,0,13,basic,mobile,PE,0
7,166.72,0.463,55,9,0.621,29,0,0,2,0,12,free,mobile,AR,1
34,864.58,0.644,28,15,0.835,17,1,1,5,1,11,free,mobile,PE,1
53,742.51,0.342,39,9,0.813,28,1,3,4,1,10,pro,desktop,PE,0
5,118.12,0.533,33,11,0.773,24,0,1,11,0,18,basic,tablet,MX,0
52,691.35,0.496,39,2,0.801,23,0,1,5,0,22,basic,mobile,AR,0
24,694.97,0.693,21,2,0.387,23,0,1,7,1,42,basic,mobile,CO,1
32,358.32,0.803,50,19,0.938,23,0,2,7,2,18,free,mobile,MX,0
9,233.74,0.798,13,12,0.669,7,1,1,4,1,1,free,desktop,AR,0
37,520.26,0.431,39,0,0.887,29,0,0,4,1,26,free,mobile,AR,1
10,300.79,0.8,34,11,0.395,27,0,1,10,1,13,free,desktop,MX,1
16,344.77,0.591,30,0,0.738,18,1,3,2,0,6,pro,desktop,MX,0
43,511.87,0.535,1,1,0.615,21,0,2,4,1,30,free,mobile,AR,0
3,44.6,0.458,23,7,0.786,26,0,3,8,1,30,free,desktop,PE,1
26,589.86,0.488,2,13,0.748,4,1,2,0,0,15,basic,mobile,AR,1
35,851.06,0.948,30,12,0.755,1,2,1,8,0,9,pro,mobile,AR,0
7,123.03,0.661,41,15,0.541,29,0,1,9,1,22,free,desktop,AR,1
17,310.56,0.635,31,3,0.691,16,1,1,5,1,20,free,mobile,MX,1
20,451.0,0.548,45,3,0.673,21,0,0,6,2,43,basic,mobile,AR,1
39,732.84,1.0,21,10,0.774,15,1,0,5,0,1,basic,desktop,CO,1
58,593.86,0.861,18,17,0.848,15,0,0,7,0,8,basic,desktop,CL,0
50,656.11,0.456,26,14,0.723,1,0,1,0,0,35,free,desktop,AR,1
11,213.52,0.545,13,13,0.509,8,0,2,7,1,42,pro,mobile,AR,0
1,25.29,0.557,48,1,0.716,2,0,1,5,0,28,basic,desktop,CL,1
3,83.09,0.629,48,17,1.0,12,1,6,0,0,14,pro,mobile,CL,1
35,793.7,0.46,24,19,0.947,0,1,1,9,0,9,pro,mobile,AR,0
9,177.51,0.688,47,11,0.254,24,0,0,1,0,37,basic,mobile,CL,0
13,292.41,0.89,1,6,0.71,8,1,1,7,0,27,free,desktop,CL,0
50,699.97,0.337,9,13,0.84,22,0,2,10,2,18,basic,desktop,UY,0
52,888.19,0.374,16,12,0.673,1,0,2,11,1,19,basic,mobile,CO,0
50,652.76,0.503,23,18,0.631,0,0,3,7,1,6,free,mobile,AR,1
15,157.61,0.513,13,2,0.66,12,0,0,8,3,37,free,desktop,CL,1
